command,bits,uniformity
setPattern -t 0x0 0x0,000001100000110011111000011110001111111111111111000111100000011011111100000011000000011000011110000011000011111100011000011110001111001111000000100110001000000011100110100001100001100000111100000001100011110000011110001111111000000010011110100110000001100000000000100110001000000000011000000000000111111011000000100000001001100011111000000001100000110010000110011111100000110011000000100110001000011010000110011111100011001101111000110000111001111001100000001111110000000000011000001111111110011010011110011000000011111100000000000110000000111111100110100111100110011000111111111110001001111001100000001111001110011010000000100110001000000010000000011001101100110000000110110011110110011011001100100001101001111010000000000001100000000000000110111100000110011011111100100001101001111000000110001111111001100000011000111111110000011011000011000011001000000011111000,0.4270833333333333
setPattern -b 0x0 0x0,0110000011110000011111100000110000000000011000001100000010000110100001101000000010011000000111101100110010011110000001100000110011100110000111101100110010011110100001101000011000000110111111000110011011001100000001101100111101100110110011001000011010011110100000000000011000000000000001101111000001100110111111001000011010011110000001100011111110011000000110001111111100000110110000110000110010000000000110000000110000111111000110000000001100000000011000001100000010000110100001101000000010011000000111100011000000110011111000001111100000011000000000000001100000110011001111110110011011111110,0.4003378378378378
getReadout -tune -temp -ch 1000,0110000000111100000001100000110000000110110000000001100000110000111001101000000010011000100000001111100000011000000000001001100011111110111001100001111011110000100110000001111000001100001111000110011001111000001111111100000010011000100110001110011010000000100110001000000011111000000110000000000011111000,0.3782894736842105
setTune 0x7 0x15,000001100000110000000000011111101100000001100000110000001111100000000110000011001000011011100110,0.34375
setPattern -t 0x0 0x0,00000110111111000000011000001100000000000110000011000000100001101001111010000000100110000001111000110000001100111110000011111000000110000000000010011000000111100011000000110011111000001111100000011000000000000001100000110011001111110110011011111110,0.3790322580645161
setPattern -b 0x0 0x0,01100000001111001111111001111110111111000111100011111111111111110001111000000110000000110110011011000000011000001111000001100000110000001110011010000000100110001000000011111000000110000000000011111000,0.455
getReadout -tune -temp -ch 1000,1110000011111000111111101001111000000110110000000001100000110000011000001100000011100110111001100001111011110000100110000001111000001100001111000110011001111000001100001111000001100000111000001110011010000000100110001000000011111000000110000000000011111000,0.40625
setTune 0x7 0x16,11111110011111100000000001111110110000000110000011000000011110001100110001100000001100001111100011100110,0.4519230769230769
setPattern -t 0x0 0x0,0000011000001100000000000110000011111100000111100011111110000000100110000001111000110000001100111110000011111000000110000000000000011000001100110011111100011000011110000011000011111100,0.391304347826087
setPattern -b 0x0 0x0,01100000001111001111111010000110000000000110000011000000100001101000011011100000100110000001111011001100100111100000011000001100111001100001111011001100100111101000011010000110100001100001100000000000000110000011001100111111000110000111100000110000111111000110000010011110111111101000011000000000011000001100000010000110100001101110000010011000000111100011000000110011111000001111100000011000000000000001100000110011001111110001111000110000001100111110000011111000000110000000000011111000,0.3975409836065574
getReadout -tune -temp -ch 1000,100110001111100011100110100111101111100010011110000111100011000000110011111000001111100000011000000000001001100000000000111000011110011001111110110000000110000011110000011000001100000001111110000000000001111000001111100000000110011011001100110011000110000010011110,0.4242424242424242
setTune 0x7 0x17,000001100000110000000000111001100001111000110000001100111111111000000110000011001000011011100110,0.3958333333333333
setPattern -t 0x0 0x0,01111000111111001111111001111110111111000111100011111111111111110001111000000110000000110110000011000000011000001111000001100000110000001110011010000000100110001000000011111000000110000000000011111000,0.465
